"","car_id","car_name","parent_id","parent_name"
"1550",277,"RendezVous",16,"Buick"
"1551",1487,"Reno",113,"Suzuki"
"1552",198,"Retona",8,"Asia"
"1553",870,"Retona",61,"Kia"
"1554",1447,"Rexton",111,"SsangYong"
"1555",353,"Rezzo",21,"Chevrolet"
"1556",455,"Rezzo",26,"Daewoo"
"1557",738,"Ridgeline",49,"Honda"
"1558",871,"Rio",61,"Kia"
"1559",600,"Ritmo",39,"Fiat"
"1560",278,"Riviera",16,"Buick"
"1561",157,"RL",3,"Acura"
"1562",279,"Roadmaster",16,"Buick"
"1563",1436,"Roadster",109,"Smart"
"1564",1724,"Roadster",128,"Wiesmann"
"1565",189,"Roadster S",6,"Alpina"
"1566",2273,"Robinson",NA,NA
"1567",484,"Rocky",27,"Daihatsu"
"1568",199,"Rocsta",8,"Asia"
"1569",825,"Rodeo",56,"Isuzu"
"1570",1448,"Rodius",111,"SsangYong"
"1571",97,"Roewe",NA,NA
"1572",1178,"Rogue",85,"Nissan"
"1573",98,"Rolls-Royce",NA,NA
"1574",1431,"Roomster",108,"Skoda"
"1575",99,"Rover",NA,NA
"1576",221,"RS4",10,"Audi"
"1577",222,"RS6",10,"Audi"
"1578",158,"RSX",3,"Acura"
"1579",1613,"Rush",121,"Toyota"
"1580",1097,"RVR",82,"Mitsubishi"
"1581",912,"RX",66,"Lexus"
"1582",1004,"RX-4",77,"Mazda"
"1583",1005,"RX-7",77,"Mazda"
"1584",1006,"RX-8",77,"Mazda"
"1585",2247,"S",2246,"Tesla"
"1586",784,"S Coupe",52,"Hyundai"
"1587",354,"S-10",21,"Chevrolet"
"1588",656,"S-MAX",40,"Ford"
"1589",739,"S-MX",49,"Honda"
"1590",832,"S-Type",58,"Jaguar"
"1591",1028,"S-ÍÎ‡ÒÒ",79,"Mercedes-Benz"
"1592",223,"S2",10,"Audi"
"1593",740,"S2000",49,"Honda"
"1594",224,"S3",10,"Audi"
"1595",225,"S4",10,"Audi"
"1596",1710,"S40",125,"Volvo"
"1597",226,"S5",10,"Audi"
"1598",227,"S6",10,"Audi"
"1599",1711,"S60",125,"Volvo"
"1600",1398,"S7",102,"Saleen"
"1601",1712,"S70",125,"Volvo"
"1602",228,"S8",10,"Audi"
"1603",1713,"S80",125,"Volvo"
"1604",1714,"S90",125,"Volvo"
"1605",101,"Saab",NA,NA
"1606",741,"Saber",49,"Honda"
"1607",1046,"Sable",80,"Mercury"
"1608",1179,"Safari",85,"Nissan"
"1609",671,"Safary",41,"GMC"
"1610",693,"Safe",46,"Great Wall"
"1611",1350,"Safrane",96,"Renault"
"1612",1518,"Sahin",120,"Tofas"
"1613",694,"Sailor",46,"Great Wall"
"1614",505,"Saladin",30,"Derways"
"1615",102,"Saleen",NA,NA
"1616",812,"Samand",55,"Iran Khodro"
"1617",2241,"Samara",2240,"Lada"
"1618",1465,"Sambar",112,"Subaru"
"1619",103,"Samsung",NA,NA
"1620",1489,"Samurai",113,"Suzuki"
"1621",2221,"Sandero",96,"Renault"
"1622",785,"Santa Fe",52,"Hyundai"
"1623",786,"Santa Fe Classic",52,"Hyundai"
"1624",787,"Santamo",52,"Hyundai"
"1625",1680,"Santana",124,"Volkswagen"
"1626",388,"Saratoga",22,"Chrysler"
"1627",1317,"Satria",95,"Proton"
"1628",104,"Saturn",NA,NA
"1629",356,"Savana",21,"Chevrolet"
"1630",672,"Savana",41,"GMC"
"1631",415,"Saxo",23,"Citroen"
"1632",913,"SC",66,"Lexus"
"1633",1409,"SC1",104,"Saturn"
"1634",1410,"SC2",104,"Saturn"
"1635",1351,"Scenic",96,"Renault"
"1636",1420,"SCEO",107,"Shuanghuan"
"1637",1614,"Scepter",121,"Toyota"
"1638",105,"Scion",NA,NA
"1639",1615,"Scion",121,"Toyota"
"1640",1681,"Scirocco",124,"Volkswagen"
"1641",657,"Scorpio",40,"Ford"
"1642",1007,"Scrum",77,"Mazda"
"1643",601,"Scudo",39,"Fiat"
"1644",100,"SEAT",NA,NA
"1645",389,"Sebring",22,"Chrysler"
"1646",602,"Sedici",39,"Fiat"
"1647",872,"Sedona",61,"Kia"
"1648",603,"Seicento",39,"Fiat"
"1649",1235,"Senator",87,"Opel"
"1650",1819,"Sens",138,"«¿«"
"1651",1008,"Sentia",77,"Mazda"
"1652",1180,"Sentra",85,"Nissan"
"1653",873,"Sephia",61,"Kia"
"1654",1616,"Sequoia",121,"Toyota"
"1655",1617,"Sera",121,"Toyota"
"1656",1519,"Serce",120,"Tofas"
"1657",1181,"Serena",85,"Nissan"
"1658",929,"Seven",69,"Lotus"
"1659",292,"Seville",17,"Cadillac"
"1660",525,"Shadow",31,"Dodge"
"1661",1682,"Sharan",124,"Volkswagen"
"1662",106,"Shenlong",NA,NA
"1663",683,"Shtorm",43,"Geo"
"1664",107,"Shuanghuan",NA,NA
"1665",874,"Shuma",61,"Kia"
"1666",423,"Shuttle",24,"DADI"
"1667",506,"Shuttle",30,"Derways"
"1668",742,"Shuttle",49,"Honda"
"1669",1490,"Sidekick",113,"Suzuki"
"1670",604,"Siena",39,"Fiat"
"1671",1618,"Sienna",121,"Toyota"
"1672",1619,"Sienta",121,"Toyota"
"1673",658,"Sierra",40,"Ford"
"1674",673,"Sierra",41,"GMC"
"1675",1099,"Sigma",82,"Mitsubishi"
"1676",1236,"Signum",87,"Opel"
"1677",1212,"Silhouette",86,"Oldsmobile"
"1678",357,"Silver",21,"Chevrolet"
"1679",1361,"Silver Seraph",98,"Rolls-Royce"
"1680",1362,"Silver Spur",98,"Rolls-Royce"
"1681",358,"Silverado",21,"Chevrolet"
"1682",1182,"Silvia",85,"Nissan"
"1683",700,"Simbo",47,"Hafei"
"1684",695,"Sing",46,"Great Wall"
"1685",1237,"Sintra",87,"Opel"
"1686",485,"Sirion",27,"Daihatsu"
"1687",2270,"Ski-Doo",NA,NA
"1688",1913,"Ski-Doo Scandic WT 550 F ",2271,"Bombardier"
"1689",108,"Skoda",NA,NA
"1690",1414,"Sky",104,"Saturn"
"1691",280,"Skylark",16,"Buick"
"1692",1183,"Skyline",85,"Nissan"
"1693",1411,"SL",104,"Saturn"
"1694",1029,"SL-ÍÎ‡ÒÒ",79,"Mercedes-Benz"
"1695",1412,"SL2",104,"Saturn"
"1696",1030,"SLK-ÍÎ‡ÒÒ",79,"Mercedes-Benz"
"1697",1031,"SLR-ÍÎ‡ÒÒ",79,"Mercedes-Benz"
"1698",159,"SLX",3,"Acura"
"1699",1935,"SM",52,"Hyundai"
"1700",1399,"SM3",103,"Samsung"
"1701",1400,"SM5",103,"Samsung"
"1702",1401,"SM7",103,"Samsung"
"1703",109,"Smart",NA,NA
"1704",424,"Smoothing",24,"DADI"
"1705",1620,"Soarer",121,"Toyota"
"1706",696,"Sokol",46,"Great Wall"
"1707",1621,"Solara",121,"Toyota"
"1708",2168,"Solaris",52,"Hyundai"
"1709",1491,"Solio",113,"Suzuki"
"1710",1294,"Solstice",93,"Pontiac"
"1711",788,"Sonata",52,"Hyundai"
"1712",1951,"Sonata",49,"Honda"
"1713",486,"Sonica",27,"Daihatsu"
"1714",875,"Sorento",61,"Kia"
"1715",2139,"Soul",61,"Kia"
"1716",833,"Sovereign",58,"Jaguar"
"1717",1100,"Space Gear",82,"Mitsubishi"
"1718",1101,"Space Runner",82,"Mitsubishi"
"1719",1102,"Space Star",82,"Mitsubishi"
"1720",1103,"Space Wagon",82,"Mitsubishi"
"1721",359,"Spark",21,"Chevrolet"
"1722",1622,"Sparky",121,"Toyota"
"1723",196,"Spartana",7,"Aro"
"1724",2048,"Special",16,"Buick"
"1725",876,"Spectra",61,"Kia"
"1726",1238,"Speedster",87,"Opel"
"1727",182,"Spider",5,"Alfa Romeo"
"1728",743,"Spike",49,"Honda"
"1729",526,"Spirit",31,"Dodge"
"1730",1492,"Splash",113,"Suzuki"
"1731",1352,"Sport Spyder",96,"Renault"
"1732",877,"Sportage",61,"Kia"
"1733",1032,"Sprinter",79,"Mercedes-Benz"
"1734",1623,"Sprinter",121,"Toyota"
"1735",1624,"Sprinter Marino",121,"Toyota"
"1736",964,"Spyder",75,"Maserati"
"1737",110,"Spyker",NA,NA
"1738",1726,"SR-V X3",129,"Xin Kai"
"1739",290,"SRX",17,"Cadillac"
"1740",111,"SsangYong",NA,NA
"1741",355,"SSR",21,"Chevrolet"
"1742",1184,"Stagea",85,"Nissan"
"1743",1185,"Stanza",85,"Nissan"
"1744",360,"Starcraft",21,"Chevrolet"
"1745",1625,"Starlet",121,"Toyota"
"1746",456,"Statesman",26,"Daewoo"
"1747",703,"Statesman",48,"Holden"
"1748",527,"Stealth",31,"Dodge"
"1749",789,"Stelar",52,"Hyundai"
"1750",1466,"Stella",112,"Subaru"
"1751",744,"Stepwgn",49,"Honda"
"1752",88,"Steyr-Daimler-Puch",NA,NA
"1753",605,"Stilo",39,"Fiat"
"1754",487,"Storia",27,"Daihatsu"
"1755",606,"Strada",39,"Fiat"
"1756",390,"Stratus",22,"Chrysler"
"1757",528,"Stratus",31,"Dodge"
"1758",745,"Strea M",49,"Honda"
"1759",1378,"Streetwise",99,"Rover"
"1760",291,"STS",17,"Cadillac"
"1761",112,"Subaru",NA,NA
"1762",361,"Suburban",21,"Chevrolet"
"1763",674,"Suburban",41,"GMC"
"1764",1626,"Succeed",121,"Toyota"
"1765",534,"Summit",34,"Eagle"
"1766",1295,"Sunbird",93,"Pontiac"
"1767",1279,"Sundance",92,"Plymouth"
"1768",1296,"Sunfire",93,"Pontiac"
"1769",1186,"Sunny",85,"Nissan"
"1770",457,"Super Salon",26,"Daewoo"
"1771",295,"Super Seven",18,"Caterham"
"1772",1432,"Superb",108,"Skoda"
"1773",1627,"Supra",121,"Toyota"
"1774",297,"SUV",19,"ChangFeng"
"1775",692,"SUV",46,"Great Wall"
"1776",904,"SUV",65,"Landwind"
"1777",1727,"SUV X3",129,"Xin Kai"
"1778",113,"Suzuki",NA,NA
"1779",1464,"SVX",112,"Subaru"
"1780",1413,"SW",104,"Saturn"
"1781",306,"Swift",20,"Chery"
"1782",1493,"Swift",113,"Suzuki"
"1783",1488,"SX4",113,"Suzuki"
"1784",2119,"SX4 Hatchback",113,"Suzuki"
"1785",1353,"Symbol",96,"Renault"
"1786",1503,"T350",114,"TVR"
"1787",1628,"Tacoma",121,"Toyota"
"1788",458,"Tacuma",26,"Daewoo"
"1789",1508,"Tagora",115,"Talbot"
"1790",362,"Tahoe",21,"Chevrolet"
"1791",115,"Talbot",NA,NA
"1792",535,"Talon",34,"Eagle"
"1793",1504,"Tamora",114,"TVR"
"1794",488,"Tanto",27,"Daihatsu"
"1795",1683,"Taro",124,"Volkswagen"
"1796",543,"Tarpan Honker",37,"FSR"
"1797",489,"Taruna",27,"Daihatsu"
"1798",116,"Tata",NA,NA
"1799",117,"Tatra",NA,NA
"1800",659,"Taunus",40,"Ford"
"1801",660,"Taurus",40,"Ford"
"1802",1050,"Taxi",81,"Metrocab"
"1803",1416,"tC",105,"Scion"
"1804",1187,"Teana",85,"Nissan"
"1805",661,"Tempo",40,"Ford"
"1806",607,"Tempra",39,"Fiat"
"1807",1520,"Tempra",120,"Tofas"
"1808",1629,"Tercel",121,"Toyota"
"1809",490,"Terios",27,"Daihatsu"
"1810",790,"Terracan",52,"Hyundai"
"1811",1188,"Terrano",85,"Nissan"
"1812",281,"Terraza",16,"Buick"
"1813",662,"Territory",40,"Ford"
"1814",2246,"Tesla",NA,NA
"1815",571,"Testarossa",38,"Ferrari"
"1816",934,"TF",70,"MG"
"1817",746,"That'S",49,"Honda"
"1818",894,"Thema",63,"Lancia"
"1819",895,"Thesis",63,"Lancia"
"1820",663,"Thunderbird",40,"Ford"
"1821",118,"Tianma",NA,NA
"1822",119,"Tianye",NA,NA
"1823",791,"Tiburon",52,"Hyundai"
"1824",459,"Tico",26,"Daewoo"
"1825",2194,"Tiger",2193,"“‡„¿«"
"1826",307,"Tiggo",20,"Chery"
"1827",1239,"Tigra",87,"Opel"
"1828",1684,"Tiguan",124,"Volkswagen"
"1829",1189,"Tiida",85,"Nissan"
"1830",1190,"Tiida latio",85,"Nissan"
"1831",1191,"Tino",85,"Nissan"
"1832",608,"Tipo",39,"Fiat"
"1833",1192,"Titan",85,"Nissan"
"1834",160,"TL",3,"Acura"
"1835",747,"Today",49,"Honda"
"1836",120,"Tofas",NA,NA
"1837",1389,"Toledo",100,"SEAT"
"1838",1047,"Topaz",80,"Mercury"
"1839",1104,"Toppo",82,"Mitsubishi"
"1840",748,"Torneo",49,"Honda"
"1841",1297,"Torrent",93,"Pontiac"
"1842",460,"Tosca",26,"Daewoo"
"1843",1685,"Touareg",124,"Volkswagen"
"1844",1686,"Touran",124,"Volkswagen"
"1845",2049,"Touran",124,"Volkswagen"
"1846",664,"Tourneo Connect",40,"Ford"
"1847",1630,"Town Ace",121,"Toyota"
"1848",1105,"Town Box",82,"Mitsubishi"
"1849",1106,"Town Box Wide",82,"Mitsubishi"
"1850",924,"Town Car",68,"Lincoln"
"1851",391,"Town&amp;Country",22,"Chrysler"
"1852",2156,"Toyoace",121,"Toyota"
"1853",121,"Toyota",NA,NA
"1854",122,"Trabant",NA,NA
"1855",1048,"Tracer",80,"Mercury"
"1856",363,"Tracker",21,"Chevrolet"
"1857",684,"Tracker",43,"Geo"
"1858",1354,"Trafic",96,"Renault"
"1859",364,"TrailBlazer",21,"Chevrolet"
"1860",792,"Trajet",52,"Hyundai"
"1861",1298,"Trans AM",93,"Pontiac"
"1862",1299,"Trans Sport",93,"Pontiac"
"1863",665,"Transit",40,"Ford"
"1864",1687,"Transporter",124,"Volkswagen"
"1865",365,"TransSport",21,"Chevrolet"
"1866",1467,"Traviq",112,"Subaru"
"1867",896,"Trevi",63,"Lancia"
"1868",491,"Trevis",27,"Daihatsu"
"1869",1468,"Tribeca",112,"Subaru"
"1870",1009,"Tribute",77,"Mazda"
"1871",1107,"Triton",82,"Mitsubishi"
"1872",826,"Trooper",56,"Isuzu"
"1873",161,"TSX",3,"Acura"
"1874",229,"TT",10,"Audi"
"1875",1893,"TT",10,"Audi"
"1876",793,"Tucson",52,"Hyundai"
"1877",1631,"Tundra",121,"Toyota"
"1878",260,"Turbo RT",13,"Bentley"
"1879",1505,"Tuscan",114,"TVR"
"1880",794,"Tuscani",52,"Hyundai"
"1881",114,"TVR",NA,NA
"1882",1494,"Twin",113,"Suzuki"
"1883",1355,"Twingo",96,"Renault"
"1884",675,"Typhoon",41,"GMC"
"1885",609,"Ulysse",39,"Fiat"
"1886",610,"Uno",39,"Fiat"
"1887",2206,"Uno 55",39,"Fiat"
"1888",366,"Uplander",21,"Chevrolet"
"1889",1033,"V-ÍÎ‡ÒÒ",79,"Mercedes-Benz"
"1890",203,"V12 Vanquish",9,"Aston Martin"
"1891",1715,"V40",125,"Volvo"
"1892",1716,"V50",125,"Volvo"
"1893",1717,"V70",125,"Volvo"
"1894",230,"V8",10,"Audi"
"1895",204,"V8 Vantage",9,"Aston Martin"
"1896",1718,"V90",125,"Volvo"
"1897",749,"Vamos",49,"Honda"
"1898",367,"Van",21,"Chevrolet"
"1899",676,"Vandura",41,"GMC"
"1900",1034,"Vaneo",79,"Mercedes-Benz"
"1901",1193,"Vanette",85,"Nissan"
"1902",1035,"Vario",79,"Mercedes-Benz"
"1903",368,"Vectra",21,"Chevrolet"
"1904",1240,"Vectra",87,"Opel"
"1905",827,"Vehi Cross",56,"Isuzu"
"1906",1356,"Vel Satis",96,"Renault"
"1907",2255,"Venga",61,"Kia"
"1908",1688,"Vento",124,"Volkswagen"
"1909",369,"Venture",21,"Chevrolet"
"1910",123,"Venturi",NA,NA
"1911",2291,"Venza",121,"Toyota"
"1912",795,"Veracruz",52,"Hyundai"
"1913",1010,"Verisa",77,"Mazda"
"1914",796,"Verna",52,"Hyundai"
"1915",1495,"Verona",113,"Suzuki"
"1916",1632,"Verossa",121,"Toyota"
"1917",1194,"Versa",85,"Nissan"
"1918",266,"Veyron 16.4",15,"Bugatti"
"1919",1036,"Viano",79,"Mercedes-Benz"
"1920",1300,"Vibe",93,"Pontiac"
"1921",750,"Vigor",49,"Honda"
"1922",1049,"Villager",80,"Mercury"
"1923",1633,"Vios",121,"Toyota"
"1924",392,"Viper",22,"Chrysler"
"1925",529,"Viper",31,"Dodge"
"1926",416,"Visa",23,"Citroen"
"1927",393,"Vision",22,"Chrysler"
"1928",536,"Vision",34,"Eagle"
"1929",680,"Vision",42,"Geely"
"1930",1634,"Vista",121,"Toyota"
"1931",878,"Visto",61,"Kia"
"1932",541,"Vita",35,"FAW"
"1933",1241,"Vita",87,"Opel"
"1934",1496,"Vitara",113,"Suzuki"
"1935",1037,"Vito",79,"Mercedes-Benz"
"1936",1635,"Vitz",121,"Toyota"
"1937",370,"Viva",21,"Chevrolet"
"1938",1242,"Vivaro",87,"Opel"
"1939",1469,"Vivio",112,"Subaru"
"1940",1806,"Volga Siber",134,"√¿«"
"1941",124,"Volkswagen",NA,NA
"1942",1636,"Voltz",121,"Toyota"
"1943",125,"Volvo",NA,NA
"1944",126,"Vortex",NA,NA
"1945",1637,"Voxy",121,"Toyota"
"1946",394,"Voyager",22,"Chrysler"
"1947",1280,"Voyager",92,"Plymouth"
"1948",1906,"VR (VRSCA)",1884,"Harley-Davidson"
"1949",1415,"VUE",104,"Saturn"
"1950",1038,"W123",79,"Mercedes-Benz"
"1951",1039,"W124",79,"Mercedes-Benz"
"1952",2204,"W140",79,"Mercedes-Benz"
"1953",1497,"Wagon R+",113,"Suzuki"
"1954",127,"Wartburg",NA,NA
"1955",1301,"Wave",93,"Pontiac"
"1956",128,"Wiesmann",NA,NA
"1957",1638,"Will Cypha",121,"Toyota"
"1958",1639,"Will VS",121,"Toyota"
"1959",2210,"Willys",NA,NA
"1960",308,"Windcloud",20,"Chery"
"1961",1640,"Windom",121,"Toyota"
"1962",666,"Windstar",40,"Ford"
"1963",461,"Windstorm",26,"Daewoo"
"1964",697,"Wingle",46,"Great Wall"
"1965",1195,"Wingroad",85,"Nissan"
"1966",1641,"Wish",121,"Toyota"
"1967",828,"Wizard",56,"Isuzu"
"1968",848,"Wrangler",59,"Jeep"
"1969",611,"X 1/9",39,"Fiat"
"1970",1498,"X-90",113,"Suzuki"
"1971",1196,"X-Trail",85,"Nissan"
"1972",879,"X-Trek",61,"Kia"
"1973",834,"X-Type",58,"Jaguar"
"1974",2073,"X1",11,"BMW"
"1975",240,"X3",11,"BMW"
"1976",2252,"X3 xdrive20d",11,"BMW"
"1977",241,"X5",11,"BMW"
"1978",242,"X6",11,"BMW"
"1979",905,"X6",65,"Landwind"
"1980",2290,"X60",67,"Lifan"
"1981",1417,"xA",105,"Scion"
"1982",418,"Xantia",23,"Citroen"
"1983",1418,"xB",105,"Scion"
"1984",1719,"XC60",125,"Volvo"
"1985",1720,"XC70",125,"Volvo"
"1986",1721,"XC90",125,"Volvo"
"1987",1419,"xD",105,"Scion"
"1988",1011,"Xedos 6",77,"Mazda"
"1989",1012,"Xedos 9",77,"Mazda"
"1990",492,"Xenia",27,"Daihatsu"
"1991",835,"XF",58,"Jaguar"
"1992",797,"XG",52,"Hyundai"
"1993",129,"Xin Kai",NA,NA
"1994",496,"XJ",28,"Daimler"
"1995",836,"XJ",58,"Jaguar"
"1996",837,"XJ220",58,"Jaguar"
"1997",838,"XJR",58,"Jaguar"
"1998",839,"XJS",58,"Jaguar"
"1999",840,"XK",58,"Jaguar"
"2000",1390,"XL",100,"SEAT"
"2001",1499,"XL-7",113,"Suzuki"
"2002",293,"XLR",17,"Cadillac"
"2003",417,"XM",23,"Citroen"
"2004",2272,"XPDI",2271,"Bombardier"
"2005",935,"XPower SV",70,"MG"
"2006",419,"Xsara",23,"Citroen"
"2007",420,"Xsara Picasso",23,"Citroen"
"2008",1197,"Xterra",85,"Nissan"
"2009",2287,"XV",112,"Subaru"
"2010",2020,"Yamaha",NA,NA
"2011",1642,"Yaris",121,"Toyota"
"2012",1643,"Yaris Verso",121,"Toyota"
"2013",2280,"Yeti",108,"Skoda"
"2014",2269,"YETI Pro V-800",1911,"LYNX"
"2015",897,"Ypsilon",63,"Lancia"
"2016",493,"YRV",27,"Daihatsu"
"2017",677,"Yukon",41,"GMC"
"2018",130,"Yzk",NA,NA
"2019",751,"Z",49,"Honda"
"2020",243,"Z1",11,"BMW"
"2021",244,"Z3",11,"BMW"
"2022",245,"Z4",11,"BMW"
"2023",246,"Z4 M",11,"BMW"
"2024",247,"Z8",11,"BMW"
"2025",371,"Zafira",21,"Chevrolet"
"2026",1243,"Zafira",87,"Opel"
"2027",494,"Zebra",27,"Daihatsu"
"2028",953,"Zen",74,"Maruti"
"2029",752,"Zest",49,"Honda"
"2030",898,"Zeta",63,"Lancia"
"2031",1245,"Zonda",89,"Pagani"
"2032",936,"ZR",70,"MG"
"2033",937,"ZS",70,"MG"
"2034",938,"ZT",70,"MG"
"2035",131,"ZX",NA,NA
"2036",421,"ZX",23,"Citroen"
"2037",1766,"¿‚ÚÓÍ‡Ï-2160",133,"¬ÂÎÚ‡"
"2038",1898,"¿Ã”–",NA,NA
"2039",132,"¬¿«",NA,NA
"2040",133,"¬ÂÎÚ‡",NA,NA
"2041",134,"√¿«",NA,NA
"2042",1907,"√‡ÁÂÎ¸",134,"√¿«"
"2043",135,"≈–¿«",NA,NA
"2044",138,"«¿«",NA,NA
"2045",139,"«»À",NA,NA
"2046",140,"»∆",NA,NA
"2047",137," ¿Ã¿«",NA,NA
"2048",1859," ÌˇÁ¸ ¬Î‡‰ËÏË",142,"ÃÓÒÍ‚Ë˜"
"2049",141,"À”¿«",NA,NA
"2050",2288,"Ã-21",134,"√¿«"
"2051",1894,"Ã¿«",NA,NA
"2052",142,"ÃÓÒÍ‚Ë˜",NA,NA
"2053",1896,"œ¿«",NA,NA
"2054",1860,"—‚ˇÚÓ„Ó",142,"ÃÓÒÍ‚Ë˜"
"2055",136,"—Â¿«",NA,NA
"2056",1820,"“‡‚Ëˇ",138,"«¿«"
"2057",2193,"“‡„¿«",NA,NA
"2058",143,"”¿«",NA,NA
"2059",1861,"ﬁËÈ ƒÓÎ„ÓÛÍËÈ",142,"ÃÓÒÍ‚Ë˜"
